Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
3091,"4 BHK Flat for Sale in Sector 46, Hyderabad","A beautiful 4 BHK apartment located in Sector 46, Hyderabad, close to schools and markets.",1.82 Cr,18222498.0,"Sector 46, Hyderabad",121.9 sqm,Under Construction,19 out of 30,New Property,Unfurnished,South,Garden/Park,Society 63,3.0,1.0,1.0,Co-operative Society,1882 sqft,36x36,
3092,"4 BHK Flat for Sale in Sector 24, Lucknow","A beautiful 4 BHK apartment located in Sector 24, Lucknow, close to schools and markets.",70.03 Lac,,"Sector 24, Lucknow",1212 sqft,Ready to Move,12 out of 13,Resale,Semi-Furnished,North-West,Not Available,Society 217,,2.0,0.0,Power Of Attorney,1886 sqft,34x34,
3093,"2 BHK Flat for Sale in Sector 25, Gurgaon","A beautiful 2 BHK apartment located in Sector 25, Gurgaon, close to schools and markets.",1.19 Cr,,"Sector 25, Gurgaon",88.4 sqm,Under Construction,25 out of 29,New Property,Unfurnished,North,Main Road,Society 25,,1.0,1.0,Leasehold,1156 sqft,30x30,1433 sqft
3094,"5 BHK Flat for Sale in Extension, Navi Mumbai","A beautiful 5 BHK apartment located in Extension, Navi Mumbai, close to schools and markets.",2.04 Cr,,"Extension, Navi Mumbai",153.5 sqm,Ready to Move,1 out of 4,New Property,Semi-Furnished,South-West,Not Available,Society 173,4.0,3.0,1.0,Power Of Attorney,2365 sqft,40x40,
3095,"1 BHK Flat for Sale in Sector 32, Ahmedabad","A beautiful 1 BHK apartment located in Sector 32, Ahmedabad, close to schools and markets.",38.12 Lac,,"Sector 32, Ahmedabad",373 sqft,Ready to Move,13 out of 25,New Property,Furnished,North-West,,Society 46,,1.0,1.0,Leasehold,40.1 sqm,19x19,
3096,"2 BHK Flat for Sale in Phase 3, Noida","A beautiful 2 BHK apartment located in Phase 3, Noida, close to schools and markets.",73.78 Lac,7378431.0,"Phase 3, Noida",686 sqft,Ready to Move,21 out of 24,New Property,Furnished,North-East,,Society 115,1.0,1.0,1.0,Leasehold,822 sqft,26x26,
3097,"1 BHK Flat for Sale in Sector 38, Thane","A beautiful 1 BHK apartment located in Sector 38, Thane, close to schools and markets.",67.65 Lac,,"Sector 38, Thane",32.6 sqm,Under Construction,5 out of 9,New Property,Furnished,North,,Society 245,1.0,2.0,1.0,Freehold,500 sqft,18x18,568 sqft
3098,"3 BHK Flat for Sale in Sector 22, Surat","A beautiful 3 BHK apartment located in Sector 22, Surat, close to schools and markets.",47.69 Lac,,"Sector 22, Surat",1036 sqft,Under Construction,Ground out of 6,Resale,Unfurnished,South-East,Club,Society 56,3.0,0.0,,Co-operative Society,1312 sqft,32x32,
3099,"3 BHK Flat for Sale in Phase 9, Mumbai","A beautiful 3 BHK apartment located in Phase 9, Mumbai, close to schools and markets.",2.71 Cr,27090162.0,"Phase 9, Mumbai",1010 sqft,Under Construction,16 out of 28,Resale,Furnished,North,,Society 155,2.0,2.0,2.0,Leasehold,1362 sqft,31x31,
3100,"5 BHK Flat for Sale in Sector 43, Thane","A beautiful 5 BHK apartment located in Sector 43, Thane, close to schools and markets.",Call for Price,36053165.0,"Sector 43, Thane",2116 sqft,Ready to Move,9 out of 29,New Property,Furnished,South-East,,Society 2,5.0,2.0,1.0,Co-operative Society,3031 sqft,46x46,
3101,"4 BHK Flat for Sale in Sector 55, Kolkata","A beautiful 4 BHK apartment located in Sector 55, Kolkata, close to schools and markets.",1.31 Cr,13062363.0,"Sector 55, Kolkata",1279 sqft,Under Construction,4 out of 11,Resale,Furnished,South,,Society 343,4.0,2.0,,Power Of Attorney,1592 sqft,35x35,
3102,"3 BHK Flat for Sale in Sector 40, Faridabad","A beautiful 3 BHK apartment located in Sector 40, Faridabad, close to schools and markets.",93.72 Lac,9371539.0,"Sector 40, Faridabad",1158 sqft,Under Construction,Basement out of 5,Resale,Furnished,North,Main Road,Society 379,2.0,1.0,2.0,Freehold,151.0 sqm,34x34,
3103,"3 BHK Flat for Sale in Sector 16, Ghaziabad","A beautiful 3 BHK apartment located in Sector 16, Ghaziabad, close to schools and markets.",83.63 Lac,,"Sector 16, Ghaziabad",106.1 sqm,Ready to Move,8 out of 12,New Property,Semi-Furnished,,Garden/Park,Society 298,2.0,3.0,1.0,Power Of Attorney,1682 sqft,33x33,
3104,"4 BHK Flat for Sale in Sector 34, Lucknow","A beautiful 4 BHK apartment located in Sector 34, Lucknow, close to schools and markets.",1.65 Cr,16520414.0,"Sector 34, Lucknow",1541 sqft,Under Construction,Basement out of 18,Resale,Furnished,South-West,,Society 90,3.0,1.0,0.0,Freehold,2442 sqft,39x39,
3105,"4 BHK Flat for Sale in Sector 51, Chennai","A beautiful 4 BHK apartment located in Sector 51, Chennai, close to schools and markets.",1.05 Cr,10531073.0,"Sector 51, Chennai",137.6 sqm,Under Construction,Basement out of 26,New Property,Unfurnished,North-West,Main Road,Society 93,4.0,3.0,0.0,Freehold,1668 sqft,38x38,
3106,"4 BHK Flat for Sale in Sector 36, Mumbai","A beautiful 4 BHK apartment located in Sector 36, Mumbai, close to schools and markets.",5.17 Cr,,"Sector 36, Mumbai",1388 sqft,Under Construction,Basement out of 2,New Property,Semi-Furnished,North,Pool,Society 347,3.0,0.0,,Leasehold,1914 sqft,37x37,
3107,"4 BHK Flat for Sale in Phase 2, Ghaziabad","A beautiful 4 BHK apartment located in Phase 2, Ghaziabad, close to schools and markets.",1.02 Cr,,"Phase 2, Ghaziabad",1376 sqft,Ready to Move,Ground out of 6,Resale,Unfurnished,South,,Society 37,4.0,2.0,1.0,Freehold,1856 sqft,37x37,2036 sqft
3108,"4 BHK Flat for Sale in Sector 42, Chandigarh","A beautiful 4 BHK apartment located in Sector 42, Chandigarh, close to schools and markets.",1.52 Cr,,"Sector 42, Chandigarh",1383 sqft,Under Construction,8 out of 24,Resale,Furnished,South,Club,Society 202,4.0,2.0,2.0,Power Of Attorney,1574 sqft,37x37,1821 sqft
3109,"3 BHK Flat for Sale in Sector 9, Chandigarh","A beautiful 3 BHK apartment located in Sector 9, Chandigarh, close to schools and markets.",94.79 Lac,9478737.0,"Sector 9, Chandigarh",1288 sqft,Ready to Move,1 out of 2,New Property,Unfurnished,South,Pool,Society 136,3.0,3.0,1.0,Power Of Attorney,130.6 sqm,35x35,1465 sqft
3110,"3 BHK Flat for Sale in Sector 10, Noida","A beautiful 3 BHK apartment located in Sector 10, Noida, close to schools and markets.",1.56 Cr,15575126.0,"Sector 10, Noida",956 sqft,Under Construction,4 out of 24,New Property,Semi-Furnished,North,Not Available,Society 233,3.0,1.0,1.0,Freehold,1407 sqft,30x30,
3111,"1 BHK Flat for Sale in Phase 3, Ahmedabad","A beautiful 1 BHK apartment located in Phase 3, Ahmedabad, close to schools and markets.",32.8 Lac,,"Phase 3, Ahmedabad",34.0 sqm,Under Construction,4 out of 22,New Property,Furnished,South-West,Not Available,Society 358,1.0,3.0,,Co-operative Society,538 sqft,19x19,
3112,"4 BHK Flat for Sale in Sector 54, Ghaziabad","A beautiful 4 BHK apartment located in Sector 54, Ghaziabad, close to schools and markets.",1.36 Cr,13603925.0,"Sector 54, Ghaziabad",1728 sqft,Ready to Move,1 out of 16,Resale,Semi-Furnished,North-East,Main Road,Society 282,3.0,0.0,1.0,Power Of Attorney,2304 sqft,41x41,2602 sqft
3113,"4 BHK Flat for Sale in Colony, Surat","A beautiful 4 BHK apartment located in Colony, Surat, close to schools and markets.",1.15 Cr,11485613.0,"Colony, Surat",1531 sqft,Under Construction,Ground out of 28,New Property,Semi-Furnished,South-East,Not Available,Society 252,3.0,0.0,1.0,Leasehold,189.1 sqm,39x39,
3114,"3 BHK Flat for Sale in Sector 12, Jaipur","A beautiful 3 BHK apartment located in Sector 12, Jaipur, close to schools and markets.",51.37 Lac,,"Sector 12, Jaipur",1201 sqft,Under Construction,6 out of 28,New Property,Unfurnished,North-West,Club,Society 81,3.0,,,Freehold,1389 sqft,34x34,
3115,"3 BHK Flat for Sale in Sector 8, Ghaziabad","A beautiful 3 BHK apartment located in Sector 8, Ghaziabad, close to schools and markets.",1.08 Cr,10784664.0,"Sector 8, Ghaziabad",1138 sqft,Ready to Move,1 out of 1,Resale,Furnished,South,Main Road,Society 118,2.0,2.0,2.0,Power Of Attorney,1455 sqft,33x33,2035 sqft
3116,"2 BHK Flat for Sale in Sector 2, Gurgaon","A beautiful 2 BHK apartment located in Sector 2, Gurgaon, close to schools and markets.",1.03 Cr,10326832.0,"Sector 2, Gurgaon",694 sqft,Ready to Move,8 out of 14,Resale,Furnished,North,,Society 252,,2.0,1.0,Leasehold,833 sqft,26x26,
3117,"4 BHK Flat for Sale in Sector 53, Indore","A beautiful 4 BHK apartment located in Sector 53, Indore, close to schools and markets.",97.93 Lac,,"Sector 53, Indore",115.4 sqm,Under Construction,Basement out of 3,Resale,Furnished,South,Club,Society 169,4.0,2.0,1.0,Co-operative Society,1704 sqft,35x35,
3118,"3 BHK Flat for Sale in Sector 10, Mumbai","A beautiful 3 BHK apartment located in Sector 10, Mumbai, close to schools and markets.",2.92 Cr,29162249.0,"Sector 10, Mumbai",98.9 sqm,Under Construction,4 out of 30,New Property,Semi-Furnished,South,Pool,Society 320,3.0,1.0,0.0,Power Of Attorney,1387 sqft,32x32,
3119,"4 BHK Flat for Sale in Nagar, Chennai","A beautiful 4 BHK apartment located in Nagar, Chennai, close to schools and markets.",Call for Price,13385839.0,"Nagar, Chennai",1146 sqft,Ready to Move,6 out of 17,Resale,Semi-Furnished,West,Not Available,Society 247,4.0,2.0,2.0,Leasehold,1568 sqft,33x33,
3120,"2 BHK Flat for Sale in Sector 19, Nagpur","A beautiful 2 BHK apartment located in Sector 19, Nagpur, close to schools and markets.",45.09 Lac,,"Sector 19, Nagpur",819 sqft,Ready to Move,1 out of 22,New Property,Furnished,North-West,Garden/Park,Society 60,1.0,0.0,,Leasehold,110.0 sqm,28x28,1268 sqft
3121,"2 BHK Flat for Sale in Phase 6, Delhi","A beautiful 2 BHK apartment located in Phase 6, Delhi, close to schools and markets.",1.56 Cr,,"Phase 6, Delhi",799 sqft,Ready to Move,5 out of 9,Resale,Furnished,East,Garden/Park,Society 99,,1.0,0.0,Leasehold,1039 sqft,28x28,1052 sqft
3122,"3 BHK Flat for Sale in Sector 50, Noida","A beautiful 3 BHK apartment located in Sector 50, Noida, close to schools and markets.",1.14 Cr,11427869.0,"Sector 50, Noida",1175 sqft,Ready to Move,6 out of 8,Resale,Furnished,North,Club,Society 217,2.0,0.0,,Co-operative Society,1582 sqft,34x34,199.5 sqm
3123,"3 BHK Flat for Sale in Sector 11, Noida","A beautiful 3 BHK apartment located in Sector 11, Noida, close to schools and markets.",1.26 Cr,,"Sector 11, Noida",1038 sqft,Ready to Move,10 out of 15,New Property,Unfurnished,South-East,Club,Society 285,3.0,1.0,0.0,Co-operative Society,1557 sqft,32x32,1581 sqft
3124,"5 BHK Flat for Sale in Sector 2, Ghaziabad","A beautiful 5 BHK apartment located in Sector 2, Ghaziabad, close to schools and markets.",1.34 Cr,,"Sector 2, Ghaziabad",1819 sqft,Under Construction,14 out of 29,New Property,Furnished,North,Garden/Park,Society 141,5.0,3.0,1.0,Power Of Attorney,2703 sqft,42x42,
3125,"1 BHK Flat for Sale in Sector 19, Kolkata","A beautiful 1 BHK apartment located in Sector 19, Kolkata, close to schools and markets.",24.71 Lac,,"Sector 19, Kolkata",322 sqft,Ready to Move,Ground out of 9,New Property,Furnished,South-West,Club,Society 187,1.0,0.0,1.0,Leasehold,442 sqft,17x17,
3126,"4 BHK Flat for Sale in Sector 49, Pune","A beautiful 4 BHK apartment located in Sector 49, Pune, close to schools and markets.",1.59 Cr,,"Sector 49, Pune",1425 sqft,Under Construction,1 out of 8,New Property,Furnished,North-East,Garden/Park,Society 293,3.0,0.0,1.0,Power Of Attorney,2180 sqft,37x37,
3127,"1 BHK Flat for Sale in Sector 44, Ahmedabad","A beautiful 1 BHK apartment located in Sector 44, Ahmedabad, close to schools and markets.",30.59 Lac,3058670.0,"Sector 44, Ahmedabad",406 sqft,Ready to Move,12 out of 29,Resale,Semi-Furnished,North-East,Club,Society 284,1.0,1.0,0.0,Leasehold,501 sqft,20x20,
3128,"4 BHK Flat for Sale in Sector 5, Mumbai","A beautiful 4 BHK apartment located in Sector 5, Mumbai, close to schools and markets.",6.05 Cr,,"Sector 5, Mumbai",1727 sqft,Under Construction,9 out of 13,Resale,Furnished,East,,Society 216,4.0,2.0,,Power Of Attorney,2035 sqft,41x41,
3129,"4 BHK Flat for Sale in Sector 29, Bangalore","A beautiful 4 BHK apartment located in Sector 29, Bangalore, close to schools and markets.",1.46 Cr,,"Sector 29, Bangalore",1357 sqft,Ready to Move,3 out of 26,New Property,Furnished,North-West,Garden/Park,Society 83,,3.0,0.0,Freehold,1738 sqft,36x36,2062 sqft
3130,"2 BHK Flat for Sale in Sector 33, Delhi","A beautiful 2 BHK apartment located in Sector 33, Delhi, close to schools and markets.",1.15 Cr,,"Sector 33, Delhi",906 sqft,Ready to Move,3 out of 29,Resale,Semi-Furnished,West,Not Available,Society 15,2.0,2.0,1.0,Leasehold,981 sqft,30x30,1193 sqft
3131,"3 BHK Flat for Sale in Sector 4, Chandigarh","A beautiful 3 BHK apartment located in Sector 4, Chandigarh, close to schools and markets.",1.53 Cr,,"Sector 4, Chandigarh",121.9 sqm,Under Construction,26 out of 27,New Property,Unfurnished,South-West,,Society 307,3.0,,,Leasehold,1632 sqft,36x36,
3132,"2 BHK Flat for Sale in Sector 16, Hyderabad","A beautiful 2 BHK apartment located in Sector 16, Hyderabad, close to schools and markets.",68.49 Lac,6848638.0,"Sector 16, Hyderabad",775 sqft,Ready to Move,4 out of 8,New Property,Semi-Furnished,North-West,,Society 145,1.0,1.0,2.0,Co-operative Society,86.0 sqm,27x27,
3133,"5 BHK Flat for Sale in Sector 33, Mumbai","A beautiful 5 BHK apartment located in Sector 33, Mumbai, close to schools and markets.",4.89 Cr,,"Sector 33, Mumbai",2280 sqft,Ready to Move,10 out of 10,New Property,Semi-Furnished,North-West,Main Road,Society 149,5.0,2.0,,Leasehold,2617 sqft,47x47,3553 sqft
3134,"2 BHK Flat for Sale in Phase 1, Navi Mumbai","A beautiful 2 BHK apartment located in Phase 1, Navi Mumbai, close to schools and markets.",1.12 Cr,,"Phase 1, Navi Mumbai",72.5 sqm,Under Construction,5 out of 17,Resale,Unfurnished,North-West,Main Road,Society 397,2.0,2.0,2.0,Freehold,1019 sqft,27x27,
3135,"3 BHK Flat for Sale in Sector 58, Gurgaon","A beautiful 3 BHK apartment located in Sector 58, Gurgaon, close to schools and markets.",1.27 Cr,,"Sector 58, Gurgaon",1172 sqft,Ready to Move,8 out of 24,Resale,Unfurnished,East,Club,Society 24,2.0,1.0,1.0,Leasehold,1615 sqft,34x34,1899 sqft
3136,"4 BHK Flat for Sale in Sector 25, Faridabad","A beautiful 4 BHK apartment located in Sector 25, Faridabad, close to schools and markets.",71.08 Lac,,"Sector 25, Faridabad",1430 sqft,Under Construction,5 out of 15,New Property,Furnished,North-East,Club,Society 44,,1.0,,Leasehold,1532 sqft,37x37,
3137,"2 BHK Flat for Sale in Sector 57, Nagpur","A beautiful 2 BHK apartment located in Sector 57, Nagpur, close to schools and markets.",59.91 Lac,5991009.0,"Sector 57, Nagpur",667 sqft,Ready to Move,6 out of 12,New Property,Furnished,South,Garden/Park,Society 326,2.0,,0.0,Power Of Attorney,1028 sqft,25x25,123.6 sqm
3138,"3 BHK Flat for Sale in Sector 17, Chandigarh","A beautiful 3 BHK apartment located in Sector 17, Chandigarh, close to schools and markets.",1.14 Cr,,"Sector 17, Chandigarh",101.9 sqm,Ready to Move,13 out of 17,New Property,Semi-Furnished,,,,2.0,2.0,1.0,Power Of Attorney,147.4 sqm,33x33,
3139,"3 BHK Flat for Sale in Sector 59, Gurgaon","A beautiful 3 BHK apartment located in Sector 59, Gurgaon, close to schools and markets.",1.63 Cr,16313346.0,"Sector 59, Gurgaon",1135 sqft,Ready to Move,7 out of 18,New Property,Unfurnished,North,Not Available,,,2.0,1.0,Co-operative Society,1548 sqft,33x33,163.2 sqm
3140,"3 BHK Flat for Sale in Sector 27, Hyderabad","A beautiful 3 BHK apartment located in Sector 27, Hyderabad, close to schools and markets.",79.97 Lac,7997053.0,"Sector 27, Hyderabad",1014 sqft,Under Construction,5 out of 28,New Property,Unfurnished,North,Main Road,Society 356,3.0,3.0,0.0,Power Of Attorney,1375 sqft,31x31,1411 sqft
3141,"1 BHK Flat for Sale in Sector 16, Thane","A beautiful 1 BHK apartment located in Sector 16, Thane, close to schools and markets.",76.05 Lac,,"Sector 16, Thane",36.2 sqm,Ready to Move,4 out of 8,New Property,Semi-Furnished,,Not Available,,1.0,3.0,0.0,Co-operative Society,503 sqft,19x19,
3142,"4 BHK Flat for Sale in Sector 49, Surat","A beautiful 4 BHK apartment located in Sector 49, Surat, close to schools and markets.",83.82 Lac,,"Sector 49, Surat",1658 sqft,Ready to Move,1 out of 13,New Property,Unfurnished,North,Club,Society 387,4.0,2.0,0.0,Co-operative Society,1804 sqft,40x40,2037 sqft
3143,"3 BHK Flat for Sale in Sector 26, Ghaziabad","A beautiful 3 BHK apartment located in Sector 26, Ghaziabad, close to schools and markets.",1.08 Cr,,"Sector 26, Ghaziabad",1327 sqft,Under Construction,13 out of 16,New Property,Semi-Furnished,North,Club,Society 219,3.0,3.0,1.0,Co-operative Society,159.4 sqm,36x36,
3144,"4 BHK Flat for Sale in Sector 37, Noida","A beautiful 4 BHK apartment located in Sector 37, Noida, close to schools and markets.",1.88 Cr,,"Sector 37, Noida",1645 sqft,Under Construction,24 out of 25,Resale,Unfurnished,North,Garden/Park,,,2.0,1.0,Freehold,206.2 sqm,40x40,
3145,"5 BHK Flat for Sale in Sector 41, Thane","A beautiful 5 BHK apartment located in Sector 41, Thane, close to schools and markets.",2.14 Cr,21449582.0,"Sector 41, Thane",1998 sqft,Ready to Move,5 out of 5,New Property,Unfurnished,South-West,,Society 316,4.0,0.0,0.0,Co-operative Society,215.5 sqm,44x44,3102 sqft
3146,"5 BHK Flat for Sale in Sector 33, Indore","A beautiful 5 BHK apartment located in Sector 33, Indore, close to schools and markets.",1.34 Cr,,"Sector 33, Indore",1937 sqft,Under Construction,15 out of 28,Resale,Semi-Furnished,South-West,,Society 78,4.0,2.0,0.0,Freehold,232.7 sqm,44x44,2952 sqft
3147,"4 BHK Flat for Sale in Sector 56, Thane","A beautiful 4 BHK apartment located in Sector 56, Thane, close to schools and markets.",3.24 Cr,32429449.0,"Sector 56, Thane",1522 sqft,Under Construction,12 out of 25,Resale,Furnished,West,,Society 189,4.0,1.0,2.0,Power Of Attorney,217.5 sqm,39x39,291.8 sqm
3148,"4 BHK Flat for Sale in Sector 51, Surat","A beautiful 4 BHK apartment located in Sector 51, Surat, close to schools and markets.",1.01 Cr,,"Sector 51, Surat",1350 sqft,Under Construction,3 out of 18,Resale,Semi-Furnished,North-West,,Society 229,4.0,1.0,2.0,Co-operative Society,1736 sqft,36x36,2018 sqft
3149,"3 BHK Flat for Sale in Sector 20, Nagpur","A beautiful 3 BHK apartment located in Sector 20, Nagpur, close to schools and markets.",99.81 Lac,9981263.0,"Sector 20, Nagpur",1307 sqft,Ready to Move,Basement out of 4,New Property,Furnished,West,Not Available,Society 332,3.0,1.0,1.0,Power Of Attorney,1712 sqft,36x36,
3150,"3 BHK Flat for Sale in Sector 18, Chandigarh","A beautiful 3 BHK apartment located in Sector 18, Chandigarh, close to schools and markets.",74.04 Lac,,"Sector 18, Chandigarh",1168 sqft,Ready to Move,4 out of 6,Resale,Furnished,North-West,,Society 255,3.0,2.0,1.0,Leasehold,126.1 sqm,34x34,
3151,"3 BHK Flat for Sale in Phase 7, Indore","A beautiful 3 BHK apartment located in Phase 7, Indore, close to schools and markets.",71.79 Lac,7178647.0,"Phase 7, Indore",118.1 sqm,Under Construction,1 out of 16,Resale,Unfurnished,South,Pool,Society 60,3.0,2.0,1.0,Co-operative Society,1550 sqft,35x35,
3152,"1 BHK Flat for Sale in Sector 5, Kolkata","A beautiful 1 BHK apartment located in Sector 5, Kolkata, close to schools and markets.",18.49 Lac,,"Sector 5, Kolkata",315 sqft,Under Construction,Ground out of 22,Resale,Semi-Furnished,South,Main Road,Society 199,,2.0,,Freehold,38.4 sqm,17x17,
3153,"2 BHK Flat for Sale in Sector 43, Pune","A beautiful 2 BHK apartment located in Sector 43, Pune, close to schools and markets.",95.11 Lac,,"Sector 43, Pune",754 sqft,Under Construction,3 out of 15,Resale,Unfurnished,West,Main Road,Society 43,1.0,3.0,1.0,Power Of Attorney,1069 sqft,27x27,1242 sqft
